first,last,nickname,height_cm,weight,reach,stance,wins,losses,draws,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedowns_attempted,str_landed_per_min,str_absorbed_per_min,td_avg_per_15min,sub_avg_per_15min,str_defense_pct,td_defense_pct,knockdown_avg,striking_accuracy_pct,takedown_accuracy_pct,ko_wins,ko_win_percentage,dec_wins,dec_win_percentage,sub_wins,sub_win_percentage,avg_fight_time_minutes
Lance,Gibson,Fearless,175.26,185.0,,Orthodox,4,5,0,,,,,,,,,,,,,,,,,,,,
Lee,Gibson,Lethal,170.18,155.0,,,12,4,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Cody,Gibson,The Renegade,177.8,135.0,71.0,Orthodox,22,12,0,359.0,778.0,5.0,37.0,3.63,3.22,2.12,0.61,,,0.3,46.0,38.0,7.0,32.0,9.0,41.0,6.0,27.0,9.9
Chase,Gibson,El Guero,177.8,155.0,72.0,Orthodox,9,5,0,47.0,86.0,,2.0,3.13,6.4,0.0,0.0,,0.0,,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Lance,Gibson Jr.,Fearless,175.26,155.0,72.0,Switch,10,2,0,43.0,94.0,2.0,3.0,2.4,4.24,1.67,0.0,,,0.84,46.0,67.0,5.0,50.0,2.0,20.0,3.0,30.0,8.966666666666667
Kenny,Giddens,,180.34,155.0,,,12,7,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Thomas,Gifford,The Young Lion,185.42,155.0,75.0,Orthodox,14,9,0,118.0,312.0,1.0,3.0,3.97,6.45,0.5,0.0,,,0.0,38.0,33.0,3.0,18.0,1.0,6.0,13.0,76.0,14.883333333333333
Joseph,Gigliotti,Capo,180.34,185.0,,Orthodox,7,2,0,,,,,,,,,,,,,,,,,,,,
Joey,Gilbert,,180.34,155.0,,Orthodox,2,3,0,3.0,7.0,,1.0,0.61,4.44,0.0,0.0,,0.0,,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95
Trevin,Giles,,182.88,170.0,74.0,Orthodox,16,7,0,487.0,895.0,5.0,22.0,3.17,2.39,1.07,0.29,,,0.29,54.0,50.0,6.0,38.0,5.0,31.0,5.0,31.0,10.983333333333333
Kultar,Gill,Black Mamba,182.88,154.0,,Orthodox,12,8,0,,,,,,,,,,,,,,,,,,,,
Jesse,Gillespie,,,185.0,,,3,2,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Gregor,Gillespie,The Gift,170.18,155.0,71.0,Orthodox,14,1,0,221.0,418.0,17.0,56.0,3.74,2.3,6.86,0.76,,,0.51,53.0,48.0,8.0,53.0,2.0,13.0,5.0,33.0,7.383333333333334
Jason,Gilliam,,182.88,170.0,,Orthodox,14,9,0,3.0,9.0,,,0.79,3.14,0.0,0.0,,0.0,,33.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,1.9166666666666667
Micheal,Gillmore,The Gentleman,180.34,170.0,72.0,Orthodox,6,5,0,31.0,54.0,,,2.04,3.02,0.0,0.0,,,0.0,57.0,2.04,3.0,50.0,3.0,50.0,0.0,0.0,7.616666666666666
Krishaun,Gilmore,,,,,,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Alex,Gilpin,,170.18,145.0,,Orthodox,11,1,0,47.0,87.0,,4.0,6.8,12.29,2.17,2.17,,0.0,,54.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.916666666666667
Bob,Gilstrap,,190.5,200.0,,Orthodox,5,7,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Max,Gimenis,,187.96,256.0,75.0,Orthodox,6,2,0,3.0,7.0,,,3.21,9.64,0.0,0.0,,0.0,,43.0,3.21,4.0,67.0,1.0,17.0,1.0,17.0,0.9333333333333332
Eperaim,Ginting,The Wolfman,162.56,135.0,64.0,Orthodox,6,1,0,0.0,1.0,,1.0,0.0,0.0,15.52,0.0,,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666668
Demetrius,Gioulacos,,180.34,185.0,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Billy,Giovanella,Wolverine,172.72,125.0,,,9,5,0,,,,,,,,,,,,,,,,,,,,
He-Man,Gipson,,,,,,1,2,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Israel,Giron,El Rojo,172.72,155.0,,,19,5,0,,,,,,,,,,,,,,,,,,,,
Brandon,Girtz,Cold Roll,170.18,155.0,,,14,7,0,,,,,,,,,,,,,,,,,,,,
Jason,Glaza,,182.88,230.0,,,3,2,0,30.0,55.0,,2.0,4.34,0.43,4.34,4.34,,0.0,,55.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.916666666666667
Mike,Glenn,,,205.0,,,5,6,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Ricky,Glenn,The Gladiator,182.88,170.0,70.0,Southpaw,22,9,2,473.0,1105.0,4.0,45.0,3.79,4.3,0.72,0.36,,,0.36,43.0,13.0,13.0,59.0,6.0,27.0,3.0,14.0,11.35
Ivan,Gnizditskiy,,,205.0,,,5,0,0,,,,,,,,,,,,,,,,,,,,
Mark,Godbeer,The Hand Of,193.04,240.0,77.0,Orthodox,13,4,0,124.0,230.0,,2.0,3.97,3.3,0.0,0.0,,,0.0,54.0,0.0,9.0,69.0,2.0,15.0,2.0,15.0,7.816666666666666
Clint,Godfrey,,167.64,135.0,,Southpaw,13,3,0,10.0,32.0,,4.0,0.57,0.96,0.85,0.0,,,0.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85
Loopy,Godinez,,157.48,115.0,61.0,Orthodox,14,6,0,887.0,1795.0,15.0,94.0,4.43,3.94,2.99,0.82,,,0.07,49.0,43.0,1.0,7.0,11.0,79.0,2.0,14.0,13.35
Jason,Godsey,,187.96,230.0,,Orthodox,16,16,0,,,,,,,,,,,,,,,,,,,,
Allan,Goes,,182.88,205.0,,Orthodox,10,5,2,11.0,21.0,,5.0,0.64,1.35,1.75,2.63,,0.0,,52.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55
Billy Ray,Goff,,177.8,170.0,72.0,Switch,9,4,0,,,,,,,,,,,,,,,,,,,,
Amiran,Gogoladze,,185.42,170.0,74.0,Switch,14,3,0,2.0,3.0,,1.0,1.64,0.82,0.0,0.0,0.0,,,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jonny,Goh,,180.34,155.0,,,3,4,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Hannah,Goldy,24K,162.56,115.0,61.0,Orthodox,6,4,0,354.0,753.0,,25.0,5.19,4.67,0.66,0.22,,,0.0,47.0,12.0,1.0,17.0,4.0,67.0,1.0,17.0,11.366666666666667
Marcelo,Golm,,190.5,249.0,75.0,Orthodox,6,3,0,142.0,243.0,1.0,2.0,4.27,4.3,0.45,0.45,,,0.0,58.0,50.0,5.0,83.0,0.0,0.0,1.0,17.0,8.316666666666666
Denise,Gomes,Dee,157.48,115.0,63.0,Orthodox,12,3,0,459.0,936.0,,29.0,4.43,3.16,1.45,0.72,,,0.43,49.0,34.0,7.0,58.0,5.0,42.0,0.0,0.0,11.5
Sergio,Gomez,,167.64,155.0,,Orthodox,10,3,0,35.0,82.0,,6.0,1.5,1.16,2.57,0.0,,,0.0,43.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666
Frank,Gomez,,177.8,135.0,67.0,Orthodox,10,6,0,60.0,125.0,,5.0,1.52,0.79,1.14,0.76,,,0.0,48.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,9.833333333333334
Alan,Gomez,,,155.0,,,2,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
David,Gomez,,,155.0,,,1,2,0,,,,,,,,,,,,,,,,,,,,
Ulysses,Gomez,Useless,167.64,125.0,,Orthodox,9,5,0,51.0,202.0,,8.0,2.72,3.57,0.0,0.0,,0.0,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.383333333333333
Joey,Gomez,KO King,177.8,135.0,73.0,Orthodox,6,2,0,59.0,207.0,1.0,1.0,2.44,4.46,0.62,0.0,55.0,50.0,0.62,29.0,100.0,6.0,100.0,0.0,0.0,0.0,0.0,12.116666666666667
Luis,Gomez,Tiger Junior,170.18,145.0,68.0,Orthodox,4,1,0,21.0,62.0,,8.0,1.57,4.03,4.48,0.0,,,0.0,34.0,50.0,2.0,50.0,1.0,25.0,1.0,25.0,13.383333333333333
Joey,Gomez,,177.8,155.0,71.0,Orthodox,7,1,0,56.0,113.0,,7.0,3.73,3.33,2.0,0.0,51.0,,,50.0,29.0,,,,,,,15.0
Edson,Gomez,,172.72,170.0,69.0,Switch,6,2,0,20.0,62.0,,5.0,2.66,8.78,0.0,0.0,,0.0,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.516666666666667
Silvana,Gomez Juarez,La Malvada,160.02,115.0,65.0,Orthodox,11,5,0,,,,,,,,,,,,,,,,,,,,
Takanori,Gomi,The Fireball Kid,170.18,155.0,70.0,Southpaw,35,14,0,791.0,1902.0,1.0,26.0,3.81,3.52,1.23,0.8,,,0.72,42.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15
William,Gomis,Jaguar,182.88,145.0,73.0,Southpaw,15,4,0,327.0,673.0,3.0,13.0,3.2,2.6,0.73,0.29,,,0.0,49.0,38.0,7.0,47.0,7.0,47.0,1.0,7.0,14.616666666666667
Akihiro,Gono,,170.18,170.0,68.0,Switch,35,21,8,90.0,171.0,,5.0,2.35,11.35,1.57,0.39,,,0.39,53.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,12.766666666666667
Gabriel,Gonzaga,Napao,187.96,242.0,76.0,Orthodox,17,11,0,318.0,705.0,,71.0,2.12,2.94,2.8,1.1,,,0.7,45.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,6.516666666666667
Justin,Gonzales,J-Train,175.26,145.0,72.0,Orthodox,6,0,0,100.0,125.0,,19.0,6.67,0.87,14.0,0.0,,,0.0,80.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Fernando,Gonzalez,The Menifee Maniac,175.26,170.0,68.0,Southpaw,26,14,0,234.0,493.0,,9.0,4.47,4.03,0.86,1.43,,,0.29,47.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,11.233333333333333
Nick,Gonzalez,The Ghost,167.64,155.0,,Orthodox,17,12,0,1.0,5.0,,,0.59,2.35,0.0,0.0,,,0.0,20.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,1.4
Fabian,Gonzalez,,177.8,135.0,,,2,1,0,,,,,,,,,,,,,,,,,,,,
Lewis,Gonzalez,Lethal,177.8,170.0,,Orthodox,11,3,0,21.0,56.0,,6.0,1.4,1.87,2.0,0.0,,,0.0,38.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Jason,Gonzalez,Nicoya,187.96,155.0,74.0,Southpaw,11,5,0,46.0,116.0,,,3.06,3.13,0.0,1.0,,,0.0,40.0,3.06,4.0,36.0,0.0,0.0,7.0,64.0,3.7666666666666666
Pearl,Gonzalez,,162.56,115.0,,Orthodox,6,3,0,64.0,170.0,2.0,18.0,2.23,4.07,1.04,0.52,,0.0,,38.0,11.0,1.0,17.0,1.0,17.0,4.0,67.0,14.383333333333333
Jorge,Gonzalez,Street,187.96,205.0,76.0,Orthodox,16,4,0,,,,,,,,,,,,,,12.0,75.0,0.0,0.0,4.0,25.0,
Mikey,Gonzalez,Rolls,180.34,155.0,74.0,Orthodox,7,2,0,2.0,12.0,,,0.91,14.55,0.0,0.0,,0.0,,17.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,2.2
Erick,Gonzalez,The Ghost Pepper,180.34,155.0,75.0,Orthodox,14,8,0,30.0,82.0,1.0,9.0,2.4,8.08,6.0,0.0,,,0.0,37.0,56.0,8.0,57.0,5.0,36.0,1.0,7.0,4.166666666666667
Jennifer,Gonzalez,Jefa,157.48,125.0,,,13,5,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Kier,Gooch,,,155.0,,,2,7,0,,,,,,,,,,,,,,,,,,,,
Lyman,Good,Cyborg,182.88,170.0,74.0,Orthodox,21,6,0,293.0,601.0,1.0,1.0,5.34,4.01,0.27,0.0,,,0.82,49.0,100.0,11.0,52.0,7.0,33.0,3.0,14.0,9.133333333333333
Jared,Gooden,NiteTrain,182.88,170.0,77.0,Orthodox,23,10,0,362.0,742.0,2.0,11.0,4.4,6.74,0.91,0.36,,,0.18,49.0,45.0,11.0,48.0,5.0,22.0,7.0,30.0,11.766666666666667
Gary,Goodridge,Big Daddy,190.5,249.0,,Orthodox,23,22,1,69.0,123.0,,1.0,1.84,2.14,0.4,0.8,,,0.8,56.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.766666666666667
Jordan,Goodwin,,,155.0,,,0,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Gerard,Gordeau,,195.58,216.0,,Orthodox,2,2,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Eddie,Gordon,Truck,182.88,185.0,76.0,Orthodox,8,4,0,79.0,242.0,,6.0,2.03,2.57,1.93,0.0,,,0.39,33.0,83.0,3.0,38.0,4.0,50.0,1.0,13.0,9.733333333333333
Jared,Gordon,Flash,175.26,155.0,68.0,Orthodox,21,9,0,1050.0,1954.0,6.0,69.0,5.57,4.11,1.91,0.0,,,0.16,54.0,35.0,8.0,38.0,11.0,52.0,2.0,10.0,10.466666666666669
Tebaris,Gordon,Boom,185.42,265.0,,Orthodox,3,1,0,1.0,6.0,,,3.53,49.41,0.0,0.0,,0.0,,17.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.2833333333333333
Malcolm,Gordon,X,170.18,125.0,71.0,Switch,14,8,0,109.0,240.0,3.0,14.0,2.5,2.0,1.72,1.03,,,0.0,45.0,36.0,5.0,36.0,3.0,21.0,6.0,43.0,6.216666666666667
Tresean,Gore,Mr. Vicious,182.88,185.0,75.0,Switch,7,4,0,214.0,430.0,2.0,11.0,3.41,7.0,1.91,0.96,,,0.0,50.0,73.0,2.0,29.0,1.0,14.0,4.0,57.0,8.966666666666667
Alex,Gorgees,Hitman,187.96,155.0,74.0,Switch,6,1,0,10.0,31.0,,,0.67,2.27,0.0,0.0,,,0.0,32.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Themba,Gorimbo,Mamba,185.42,170.0,77.0,Orthodox,14,7,0,224.0,395.0,2.0,40.0,2.7,1.75,4.52,0.36,,,0.36,57.0,63.0,2.0,14.0,6.0,43.0,6.0,43.0,10.383333333333333
Tim,Gorman,The Psycho,165.1,135.0,,Southpaw,9,4,0,82.0,258.0,,21.0,2.73,5.57,1.0,0.0,,,0.0,32.0,10.0,8.0,89.0,1.0,11.0,0.0,0.0,15.0
Chase,Gormley,,190.5,265.0,,Orthodox,14,6,0,52.0,121.0,,7.0,3.6,6.03,3.12,1.04,,0.0,,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,4.816666666666666
Jonathan,Goulet,The Road Warrior,182.88,170.0,73.0,Orthodox,23,12,0,81.0,193.0,,20.0,1.61,2.01,4.17,0.6,,,0.6,42.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
Thibault,Gouti,GT,177.8,155.0,72.0,Orthodox,12,5,0,180.0,522.0,4.0,5.0,3.68,5.64,1.23,0.31,,,0.31,34.0,80.0,4.0,33.0,2.0,17.0,6.0,50.0,8.15
Wilson,Gouveia,,185.42,185.0,76.0,Orthodox,14,8,0,201.0,503.0,,6.0,3.02,4.06,0.9,2.25,,,0.9,40.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667
Todd,Gouwenberg,,185.42,205.0,,Orthodox,9,5,0,,,,,,,,,,,,,,,,,,,,
Hugo,Govea,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Justin,Governale,The Therapist,,145.0,,,5,5,0,,,,,,,,,,,,,,,,,,,,
Damian,Grabowski,The Polish Pitbull,185.42,241.0,75.0,Orthodox,20,5,0,70.0,194.0,,6.0,4.0,7.65,0.0,0.0,,0.0,,36.0,0.0,7.0,35.0,3.0,15.0,10.0,50.0,5.833333333333333
Patryk,Grabowski,Czapla,,205.0,,,5,1,0,,,,,,,,,,,,,,,,,,,,
Royce,Gracie,,185.42,175.0,,Southpaw,15,2,3,35.0,85.0,,4.0,0.88,1.13,0.0,0.76,,,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5
Crosley,Gracie,,175.26,190.0,,Orthodox,2,2,0,,,,,,,,,,,,,,,,,,,,
Daniel,Gracie,,187.96,225.0,,Orthodox,5,4,1,80.0,209.0,,1.0,1.9,1.33,0.36,2.13,,,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.066666666666666
Ralph,Gracie,,175.26,183.0,,Orthodox,6,1,0,13.0,35.0,,1.0,0.86,1.72,0.0,3.97,,,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55
Renzo,Gracie,,177.8,185.0,,Orthodox,13,7,1,160.0,387.0,,34.0,1.71,1.67,1.13,0.8,,,0.0,41.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334
Rickson,Gracie,,177.8,185.0,,Switch,11,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Rodrigo,Gracie,,182.88,183.0,,Orthodox,6,2,1,108.0,211.0,,16.0,1.34,0.86,1.49,0.37,,,0.0,51.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1
Royler,Gracie,,172.72,150.0,,Southpaw,5,5,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Ryan,Gracie,,175.26,200.0,,Orthodox,5,2,0,39.0,63.0,,12.0,0.82,0.5,2.83,0.94,,,0.0,62.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,7.933333333333334
Ralek,Gracie,,187.96,210.0,,Orthodox,3,1,0,,,,,,,,,,,,,,,,,,,,
Rolles,Gracie,,193.04,242.0,,Orthodox,8,4,0,15.0,46.0,,10.0,2.3,3.38,2.3,0.0,,0.0,,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.516666666666667
Cesar,Gracie,,177.8,181.0,,Orthodox,0,1,0,0.0,4.0,,,0.0,17.14,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
Roger,Gracie,,193.04,185.0,79.0,Orthodox,8,2,0,100.0,279.0,,13.0,1.78,1.79,1.87,1.87,,,0.27,36.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,9.383333333333333
Igor,Gracie,,180.34,170.0,,,5,4,0,15.0,25.0,,4.0,1.86,0.99,3.72,3.72,,0.0,,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,8.066666666666666
Neiman,Gracie,,182.88,170.0,,,6,0,0,,,,,,,,,,,,,,,,,,,,
Kron,Gracie,,175.26,145.0,70.0,Southpaw,5,3,0,126.0,298.0,1.0,4.0,2.95,5.73,0.35,0.7,,0.0,,42.0,25.0,0.0,0.0,0.0,0.0,5.0,100.0,10.683333333333334
Bogdan,Grad,The Unleashed,172.72,145.0,70.0,Orthodox,15,4,0,188.0,362.0,3.0,32.0,4.06,5.06,4.22,0.0,,,0.0,52.0,41.0,8.0,53.0,4.0,27.0,3.0,20.0,9.25
Steven,Graham,,185.42,290.0,,Orthodox,2,1,0,,,,,,,,,,,,,,,,,,,,
Scott,Graham,,193.04,185.0,,Orthodox,3,1,0,6.0,14.0,,,0.91,2.27,0.0,0.0,,0.0,,43.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,9.733333333333333
Miranda,Granger,Danger,170.18,115.0,68.0,Orthodox,7,3,0,111.0,236.0,,,2.79,2.57,0.0,0.0,,,0.0,47.0,2.79,1.0,14.0,1.0,14.0,5.0,71.0,9.95
TJ,Grant,,177.8,155.0,72.0,Orthodox,21,5,0,510.0,944.0,,32.0,3.95,3.21,1.63,0.58,,,0.58,54.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,11.733333333333333
Davey,Grant,Dangerous,172.72,135.0,69.0,Orthodox,18,8,0,1063.0,2337.0,3.0,31.0,5.58,4.04,0.95,0.16,,,0.32,45.0,39.0,4.0,22.0,5.0,28.0,9.0,50.0,11.9
Dwight,Grant,The Body Snatcher,185.42,185.0,76.0,Switch,11,6,0,325.0,898.0,1.0,4.0,3.29,2.66,0.61,0.0,,,0.61,36.0,100.0,7.0,64.0,4.0,36.0,0.0,0.0,10.966666666666669
Alexa,Grasso,,165.1,125.0,66.0,Orthodox,17,5,1,921.0,2240.0,1.0,17.0,4.11,3.71,0.4,0.67,,,0.13,41.0,35.0,5.0,29.0,10.0,59.0,2.0,12.0,14.933333333333334
Tony,Gravely,,165.1,135.0,69.0,Orthodox,23,9,0,382.0,791.0,5.0,86.0,3.82,4.47,5.4,0.3,,,0.6,48.0,42.0,10.0,43.0,10.0,43.0,3.0,13.0,11.1
Michael,Graves,,177.8,170.0,71.0,Orthodox,6,0,1,47.0,87.0,,23.0,1.25,1.47,4.8,0.4,,,0.0,54.0,52.0,3.0,50.0,1.0,17.0,2.0,33.0,12.5
Shelton,Graves,The Gravedigger,187.96,255.0,76.0,Southpaw,7,3,0,27.0,39.0,,7.0,2.19,0.81,4.86,0.0,,0.0,,69.0,57.0,3.0,50.0,2.0,33.0,1.0,17.0,12.333333333333334
James,Gray,The Phenom,175.26,135.0,,Orthodox,4,1,0,2.0,4.0,,1.0,2.61,18.26,0.0,0.0,,0.0,,50.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.7666666666666667
Kevin,Gray,Pocket Herc,162.56,125.0,67.0,Orthodox,9,4,0,10.0,16.0,,2.0,3.45,4.48,0.0,0.0,,0.0,,63.0,0.0,0.0,0.0,4.0,44.0,5.0,56.0,2.9
Sam,Greco,,187.96,205.0,,Orthodox,3,1,1,,,,,,,,,,,,,,,,,,,,
King,Green,,177.8,155.0,71.0,Orthodox,35,17,1,2179.0,4085.0,6.0,69.0,6.46,3.55,1.33,0.31,,,0.31,53.0,43.0,12.0,34.0,13.0,37.0,10.0,29.0,10.766666666666667
Desmond,Green,The Predator,177.8,155.0,73.0,Southpaw,23,8,0,344.0,746.0,5.0,20.0,3.7,2.51,1.62,0.0,,,0.16,46.0,50.0,6.0,27.0,15.0,68.0,1.0,5.0,13.266666666666667
Gabe,Green,Gifted,177.8,155.0,73.0,Switch,12,5,0,353.0,782.0,2.0,6.0,5.6,6.19,0.71,0.48,,,0.48,45.0,50.0,4.0,33.0,1.0,8.0,7.0,58.0,10.5
Maurice,Greene,The Crochet Boss,200.66,258.0,80.0,Orthodox,9,7,0,222.0,492.0,,,3.28,3.61,0.0,0.44,,,0.44,45.0,3.28,2.0,22.0,2.0,22.0,5.0,56.0,8.45
Matt,Grice,The Real One,172.72,145.0,70.0,Orthodox,15,5,0,252.0,472.0,,24.0,4.09,2.69,2.19,0.49,,,0.73,53.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8
Forrest,Griffin,,190.5,205.0,77.0,Orthodox,19,7,0,813.0,2233.0,,27.0,4.38,2.81,1.05,0.73,,,0.16,36.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3
Tyson,Griffin,,167.64,145.0,68.0,Orthodox,16,8,0,624.0,1488.0,,45.0,3.71,2.3,1.87,0.89,,,0.18,42.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2
Max,Griffin,Pain,180.34,170.0,76.0,Orthodox,20,13,0,922.0,1950.0,9.0,58.0,3.7,3.69,1.44,0.24,,,0.48,47.0,41.0,9.0,45.0,9.0,45.0,2.0,10.0,13.133333333333333
Jordan,Griffin,Native Psycho,177.8,145.0,73.0,Southpaw,18,9,0,183.0,390.0,,20.0,2.52,3.02,1.45,1.86,,,0.21,47.0,35.0,5.0,28.0,4.0,22.0,9.0,50.0,12.1
Chad,Griggs,The Grave Digger,185.42,205.0,73.0,Orthodox,11,3,0,53.0,104.0,,3.0,2.67,2.22,1.51,0.0,,,1.51,51.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966666666666667
Charalampos,Grigoriou,Ferocious,170.18,135.0,67.0,Orthodox,8,5,0,60.0,123.0,4.0,5.0,2.62,3.97,2.62,0.0,,,1.31,49.0,80.0,6.0,75.0,2.0,25.0,0.0,0.0,7.633333333333334
Chuck,Grigsby,The Reverend,198.12,205.0,,Orthodox,23,10,0,3.0,18.0,,,0.71,3.29,0.0,0.0,,,0.0,17.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,4.25
Rodrigo,Gripp de Sousa,Riscado,180.34,205.0,,Orthodox,7,9,0,,,,,,,,,,,,,,,,,,,,
Maxim,Grishin,Maximus,190.5,205.0,78.0,Orthodox,32,10,2,228.0,433.0,1.0,6.0,3.26,2.27,0.21,0.0,,,0.43,53.0,17.0,16.0,50.0,10.0,31.0,6.0,19.0,14.0
Josh,Grispi,The Fluke,180.34,145.0,74.0,Orthodox,14,5,0,77.0,185.0,,19.0,1.44,3.71,1.97,2.25,,,0.28,42.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667
Garrett,Gross,,175.26,155.0,,Orthodox,11,7,0,89.0,194.0,,2.0,2.39,1.67,0.0,0.0,,,0.4,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4
Kendall,Grove,Da Spyder,198.12,185.0,79.0,Orthodox,23,17,0,354.0,854.0,,11.0,2.31,2.4,0.49,1.67,,,0.29,41.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2
Neil,Grove,Goliath,198.12,265.0,,Orthodox,12,8,1,0.0,3.0,,,0.0,0.0,0.0,14.29,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05
Chris,Gruetzemacher,Gritz,172.72,155.0,68.0,Orthodox,15,5,0,451.0,790.0,,2.0,6.18,4.96,0.21,0.0,,,0.0,57.0,50.0,7.0,47.0,5.0,33.0,3.0,20.0,9.75
Vik,Grujic,The Spartan,180.34,170.0,73.0,Orthodox,6,6,0,85.0,176.0,,9.0,2.24,3.39,1.18,0.39,,,0.0,48.0,33.0,2.0,29.0,2.0,29.0,3.0,43.0,9.5
Mike,Grundy,,170.18,145.0,72.0,Orthodox,12,4,0,85.0,188.0,,39.0,2.09,4.45,4.06,0.37,,,0.37,45.0,28.0,1.0,8.0,3.0,25.0,8.0,67.0,10.166666666666666
Wang,Guan,The Dongbei Tiger,175.26,145.0,71.0,Orthodox,20,1,1,71.0,164.0,,3.0,4.73,3.27,0.0,0.0,,1.0,,43.0,0.0,14.0,70.0,6.0,30.0,0.0,0.0,15.0
Anthony,Guarascio,The Daywalker,187.96,233.0,72.0,Orthodox,3,1,0,,,,,,,,,,,,,,,,,,,,
Nandor,Guelmino,The Hun,190.5,230.0,,,11,5,1,56.0,100.0,,4.0,3.62,3.16,0.0,0.0,,,0.0,56.0,0.0,4.0,36.0,2.0,18.0,5.0,45.0,7.75
Fabricio,Guerreiro,,177.8,145.0,,,21,5,0,,,,,,,,,,,,,,,,,,,,
Rainn,Guerrero,Purple Rainn,167.64,125.0,65.0,Orthodox,5,2,0,3.0,9.0,,1.0,0.65,0.87,3.27,0.0,,0.0,,33.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333
